sample_id,adm1_name,reference_date,quarter,acquisition_datetime,stac_item_id,scene_cloud_cover,center_lat,center_lon,patch_meters,patch_pixels,valid_fraction,ndvi_mean,ndvi_std,shard_file,array_index,source_collection,source_platform
sumatera_utara_2024_q1,SUMATERA UTARA,2024-01-01,1,2024-01-31T03:40:01.024000+00:00,S2A_MSIL2A_20240131T034001_R061_T47NMD_20240131T081352,29.364115,2.96,98.71,6400.0,64,0.580322265625,0.4477616548538208,0.1158212199807167,chips/sentinel2_quarterly_2024.npz,132,sentinel-2-l2a,Microsoft Planetary Computer STAC
sumatera_utara_2024_q2,SUMATERA UTARA,2024-04-01,2,2024-06-04T03:35:39.024000+00:00,S2B_MSIL2A_20240604T033539_R061_T47NMD_20240604T082009,13.392866,2.96,98.71,6400.0,64,0.639404296875,0.46677255630493164,0.11922379583120346,chips/sentinel2_quarterly_2024.npz,133,sentinel-2-l2a,Microsoft Planetary Computer STAC
sumatera_utara_2024_q3,SUMATERA UTARA,2024-07-01,3,2024-07-14T03:35:39.024000+00:00,S2B_MSIL2A_20240714T033539_R061_T47NMD_20240714T090953,11.343469,2.96,98.71,6400.0,64,0.989013671875,0.4887782037258148,0.10456939786672592,chips/sentinel2_quarterly_2024.npz,134,sentinel-2-l2a,Microsoft Planetary Computer STAC
sumatera_utara_2024_q4,SUMATERA UTARA,2024-10-01,4,2024-10-22T03:37:19.024000+00:00,S2B_MSIL2A_20241022T033719_R061_T47NMD_20241022T082953,8.164644,2.96,98.71,6400.0,64,0.707275390625,0.4565647840499878,0.1383998543024063,chips/sentinel2_quarterly_2024.npz,135,sentinel-2-l2a,Microsoft Planetary Computer STAC
aceh_2025_q1,ACEH,2025-01-01,1,2025-03-24T03:45:39.024000+00:00,S2B_MSIL2A_20250324T034539_R104_T46NHL_20250324T072707,24.831779,5.175,96.135,6400.0,64,0.83935546875,0.5582917928695679,0.06430324167013168,chips/sentinel2_quarterly_2025.npz,0,sentinel-2-l2a,Microsoft Planetary Computer STAC
aceh_2025_q2,ACEH,2025-04-01,2,2025-05-28T03:45:51.025000+00:00,S2C_MSIL2A_20250528T034551_R104_T46NHL_20250528T083312,10.60734,5.175,96.135,6400.0,64,0.82470703125,0.581347644329071,0.054228492081165314,chips/sentinel2_quarterly_2025.npz,1,sentinel-2-l2a,Microsoft Planetary Computer STAC
aceh_2025_q3,ACEH,2025-07-01,3,2025-07-17T03:46:01.025000+00:00,S2C_MSIL2A_20250717T034601_R104_T46NHL_20250717T090313,28.907892,5.175,96.135,6400.0,64,0.80322265625,0.5794541239738464,0.07475093752145767,chips/sentinel2_quarterly_2025.npz,2,sentinel-2-l2a,Microsoft Planetary Computer STAC
aceh_2025_q4,ACEH,2025-10-01,4,2025-11-29T03:50:19.024000+00:00,S2B_MSIL2A_20251129T035019_R104_T46NHL_20251129T060330,3.47182,5.175,96.135,6400.0,64,0.966552734375,0.5595749616622925,0.07460963726043701,chips/sentinel2_quarterly_2025.npz,3,sentinel-2-l2a,Microsoft Planetary Computer STAC
bali_2025_q1,BALI,2025-01-01,1,2025-03-12T02:16:01.025000+00:00,S2C_MSIL2A_20250312T021601_R003_T50LKR_20250312T064256,10.869161,-8.385,115.15,6400.0,64,0.99755859375,0.48541298508644104,0.1592668741941452,chips/sentinel2_quarterly_2025.npz,4,sentinel-2-l2a,Microsoft Planetary Computer STAC
bali_2025_q2,BALI,2025-04-01,2,2025-04-23T02:21:31.024000+00:00,S2A_MSIL2A_20250423T022131_R003_T50LKR_20250423T103312,15.160646,-8.385,115.15,6400.0,64,0.999267578125,0.515693724155426,0.12384796142578125,chips/sentinel2_quarterly_2025.npz,5,sentinel-2-l2a,Microsoft Planetary Computer STAC
bali_2025_q3,BALI,2025-07-01,3,2025-09-23T02:15:29.024000+00:00,S2B_MSIL2A_20250923T021529_R003_T50LKR_20250923T055618,2.763784,-8.385,115.15,6400.0,64,0.997802734375,0.45752760767936707,0.13776585459709167,chips/sentinel2_quarterly_2025.npz,6,sentinel-2-l2a,Microsoft Planetary Computer STAC
bali_2025_q4,BALI,2025-10-01,4,2025-10-08T02:16:21.024000+00:00,S2C_MSIL2A_20251008T021621_R003_T50LKR_20251008T064317,10.807228,-8.385,115.15,6400.0,64,0.748779296875,0.468723326921463,0.1369750201702118,chips/sentinel2_quarterly_2025.npz,7,sentinel-2-l2a,Microsoft Planetary Computer STAC
banten_2025_q1,BANTEN,2025-01-01,1,2025-03-14T02:55:51.025000+00:00,S2C_MSIL2A_20250314T025551_R032_T48MXU_20250314T073313,49.509317,-6.11,106.16,6400.0,64,0.00390625,0.25046494603157043,0.055552396923303604,chips/sentinel2_quarterly_2025.npz,8,sentinel-2-l2a,Microsoft Planetary Computer STAC
banten_2025_q2,BANTEN,2025-04-01,2,2025-05-28T02:55:29.024000+00:00,S2B_MSIL2A_20250528T025529_R032_T48MXU_20250528T063458,7.425626,-6.11,106.16,6400.0,64,0.495849609375,0.28922614455223083,0.17391729354858398,chips/sentinel2_quarterly_2025.npz,9,sentinel-2-l2a,Microsoft Planetary Computer STAC
banten_2025_q3,BANTEN,2025-07-01,3,2025-08-26T02:55:29.024000+00:00,S2B_MSIL2A_20250826T025529_R032_T48MXU_20250826T063629,0.737824,-6.11,106.16,6400.0,64,0.999755859375,0.2900504767894745,0.17168837785720825,chips/sentinel2_quarterly_2025.npz,10,sentinel-2-l2a,Microsoft Planetary Computer STAC
banten_2025_q4,BANTEN,2025-10-01,4,2025-11-01T03:01:51.024000+00:00,S2A_MSIL2A_20251101T030151_R032_T48MXU_20251101T090518,23.999223,-6.11,106.16,6400.0,64,0.413818359375,0.23791547119617462,0.16999103128910065,chips/sentinel2_quarterly_2025.npz,11,sentinel-2-l2a,Microsoft Planetary Computer STAC
bengkulu_2025_q1,BENGKULU,2025-01-01,1,2025-03-05T03:15:19.024000+00:00,S2B_MSIL2A_20250305T031519_R118_T47MRR_20250305T061329,53.019935,-3.805,102.285,6400.0,64,0.712646484375,0.2029733657836914,0.2055545151233673,chips/sentinel2_quarterly_2025.npz,12,sentinel-2-l2a,Microsoft Planetary Computer STAC
bengkulu_2025_q2,BENGKULU,2025-04-01,2,2025-05-21T03:21:51.024000+00:00,S2A_MSIL2A_20250521T032151_R118_T47MRR_20250521T081041,2.832691,-3.805,102.285,6400.0,64,0.91943359375,0.2171836644411087,0.20408205687999725,chips/sentinel2_quarterly_2025.npz,13,sentinel-2-l2a,Microsoft Planetary Computer STAC
bengkulu_2025_q3,BENGKULU,2025-07-01,3,2025-07-18T03:16:01.025000+00:00,S2C_MSIL2A_20250718T031601_R118_T47MRR_20250718T083115,3.507245,-3.805,102.285,6400.0,64,0.939453125,0.21073640882968903,0.203809916973114,chips/sentinel2_quarterly_2025.npz,14,sentinel-2-l2a,Microsoft Planetary Computer STAC
bengkulu_2025_q4,BENGKULU,2025-10-01,4,2025-10-08T03:21:51.024000+00:00,S2A_MSIL2A_20251008T032151_R118_T47MRR_20251008T071100,9.704404,-3.805,102.285,6400.0,64,0.76953125,0.17123866081237793,0.1672469526529312,chips/sentinel2_quarterly_2025.npz,15,sentinel-2-l2a,Microsoft Planetary Computer STAC
daerah_istimewa_yogyakarta_2025_q1,DAERAH ISTIMEWA YOGYAKARTA,2025-01-01,1,2025-03-13T02:35:29.024000+00:00,S2B_MSIL2A_20250313T023529_R089_T49MDM_20250313T043947,19.384016,-7.79,110.37,6400.0,64,0.99462890625,0.19307999312877655,0.12891240417957306,chips/sentinel2_quarterly_2025.npz,16,sentinel-2-l2a,Microsoft Planetary Computer STAC
daerah_istimewa_yogyakarta_2025_q2,DAERAH ISTIMEWA YOGYAKARTA,2025-04-01,2,2025-06-06T02:35:51.025000+00:00,S2C_MSIL2A_20250606T023551_R089_T49MDM_20250606T065914,2.038288,-7.79,110.37,6400.0,64,0.999755859375,0.18473179638385773,0.12326081842184067,chips/sentinel2_quarterly_2025.npz,17,sentinel-2-l2a,Microsoft Planetary Computer STAC
daerah_istimewa_yogyakarta_2025_q3,DAERAH ISTIMEWA YOGYAKARTA,2025-07-01,3,2025-07-21T02:35:29.024000+00:00,S2B_MSIL2A_20250721T023529_R089_T49MDM_20250721T043911,2.091304,-7.79,110.37,6400.0,64,0.9912109375,0.18185798823833466,0.11265925318002701,chips/sentinel2_quarterly_2025.npz,18,sentinel-2-l2a,Microsoft Planetary Computer STAC
daerah_istimewa_yogyakarta_2025_q4,DAERAH ISTIMEWA YOGYAKARTA,2025-10-01,4,2025-10-09T02:35:29.024000+00:00,S2B_MSIL2A_20251009T023529_R089_T49MDM_20251009T043539,8.307021,-7.79,110.37,6400.0,64,0.568115234375,0.1658581644296646,0.12623287737369537,chips/sentinel2_quarterly_2025.npz,19,sentinel-2-l2a,Microsoft Planetary Computer STAC
dki_jakarta_2025_q1,DKI JAKARTA,2025-01-01,1,2025-03-14T02:55:51.025000+00:00,S2C_MSIL2A_20250314T025551_R032_T48MYU_20250314T073313,20.735402,-6.27,106.86,6400.0,64,0.552490234375,0.18702386319637299,0.17672234773635864,chips/sentinel2_quarterly_2025.npz,20,sentinel-2-l2a,Microsoft Planetary Computer STAC
dki_jakarta_2025_q2,DKI JAKARTA,2025-04-01,2,2025-05-28T02:55:29.024000+00:00,S2B_MSIL2A_20250528T025529_R032_T48MXU_20250528T063458,7.425626,-6.27,106.86,6400.0,64,0.56201171875,0.14827127754688263,0.12062186002731323,chips/sentinel2_quarterly_2025.npz,21,sentinel-2-l2a,Microsoft Planetary Computer STAC
dki_jakarta_2025_q3,DKI JAKARTA,2025-07-01,3,2025-08-26T02:55:29.024000+00:00,S2B_MSIL2A_20250826T025529_R032_T48MYU_20250826T063629,0.42467,-6.27,106.86,6400.0,64,0.999267578125,0.17833858728408813,0.14412981271743774,chips/sentinel2_quarterly_2025.npz,22,sentinel-2-l2a,Microsoft Planetary Computer STAC
dki_jakarta_2025_q4,DKI JAKARTA,2025-10-01,4,2025-10-12T03:01:51.024000+00:00,S2A_MSIL2A_20251012T030151_R032_T48MYU_20251012T070218,15.370403,-6.27,106.86,6400.0,64,0.38330078125,0.10678522288799286,0.08961929380893707,chips/sentinel2_quarterly_2025.npz,23,sentinel-2-l2a,Microsoft Planetary Computer STAC
gorontalo_2025_q1,GORONTALO,2025-01-01,1,2025-01-10T02:12:09.024000+00:00,S2B_MSIL2A_20250110T021209_R060_T51NVA_20250110T035443,14.470533,0.56,123.06,6400.0,64,0.529296875,0.27430260181427,0.19126220047473907,chips/sentinel2_quarterly_2025.npz,24,sentinel-2-l2a,Microsoft Planetary Computer STAC
gorontalo_2025_q2,GORONTALO,2025-04-01,2,2025-04-17T02:14:01.024000+00:00,S2A_MSIL2A_20250417T021401_R060_T51NVA_20250417T060911,7.333775,0.56,123.06,6400.0,64,0.83544921875,0.2561747133731842,0.17722173035144806,chips/sentinel2_quarterly_2025.npz,25,sentinel-2-l2a,Microsoft Planetary Computer STAC
gorontalo_2025_q3,GORONTALO,2025-07-01,3,2025-07-24T02:12:31.025000+00:00,S2C_MSIL2A_20250724T021231_R060_T51NWA_20250724T060315,13.380261,0.56,123.06,6400.0,64,0.968017578125,0.2305532544851303,0.16432034969329834,chips/sentinel2_quarterly_2025.npz,26,sentinel-2-l2a,Microsoft Planetary Computer STAC
gorontalo_2025_q4,GORONTALO,2025-10-01,4,2025-10-14T02:14:01.024000+00:00,S2A_MSIL2A_20251014T021401_R060_T51NVA_20251014T103500,13.1515,0.56,123.06,6400.0,64,0.92724609375,0.27792346477508545,0.1996692717075348,chips/sentinel2_quarterly_2025.npz,27,sentinel-2-l2a,Microsoft Planetary Computer STAC
jambi_2025_q1,JAMBI,2025-01-01,1,2025-03-05T03:15:19.024000+00:00,S2B_MSIL2A_20250305T031519_R118_T48MTD_20250305T061329,51.570243,-1.54,102.865,6400.0,64,0.13916015625,0.4398867189884186,0.08470334857702255,chips/sentinel2_quarterly_2025.npz,28,sentinel-2-l2a,Microsoft Planetary Computer STAC
jambi_2025_q2,JAMBI,2025-04-01,2,2025-04-29T03:16:01.025000+00:00,S2C_MSIL2A_20250429T031601_R118_T48MTD_20250429T073612,3.388871,-1.54,102.865,6400.0,64,0.95654296875,0.4897221028804779,0.08411666005849838,chips/sentinel2_quarterly_2025.npz,29,sentinel-2-l2a,Microsoft Planetary Computer STAC
jambi_2025_q3,JAMBI,2025-07-01,3,2025-09-18T03:21:51.024000+00:00,S2A_MSIL2A_20250918T032151_R118_T48MTD_20250918T080412,28.90043,-1.54,102.865,6400.0,64,0.490234375,0.479989230632782,0.09902782738208771,chips/sentinel2_quarterly_2025.npz,30,sentinel-2-l2a,Microsoft Planetary Computer STAC
jambi_2025_q4,JAMBI,2025-10-01,4,2025-10-11T03:15:49.024000+00:00,S2B_MSIL2A_20251011T031549_R118_T48MTD_20251011T093658,53.840768,-1.54,102.865,6400.0,64,0.3544921875,0.4271414279937744,0.09134937077760696,chips/sentinel2_quarterly_2025.npz,31,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_barat_2025_q1,JAWA BARAT,2025-01-01,1,2025-02-27T02:55:59.024000+00:00,S2B_MSIL2A_20250227T025559_R032_T48MYT_20250227T055159,43.736273,-6.74,107.63,6400.0,64,0.002685546875,0.04145935922861099,0.022958975285291672,chips/sentinel2_quarterly_2025.npz,32,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_barat_2025_q2,JAWA BARAT,2025-04-01,2,2025-06-07T02:55:29.024000+00:00,S2B_MSIL2A_20250607T025529_R032_T48MYT_20250607T063705,20.490262,-6.74,107.63,6400.0,64,0.785400390625,0.4626704752445221,0.08283071964979172,chips/sentinel2_quarterly_2025.npz,33,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_barat_2025_q3,JAWA BARAT,2025-07-01,3,2025-08-26T02:55:29.024000+00:00,S2B_MSIL2A_20250826T025529_R032_T48MYT_20250826T063629,1.436423,-6.74,107.63,6400.0,64,0.563720703125,0.4695616066455841,0.10970205068588257,chips/sentinel2_quarterly_2025.npz,34,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_barat_2025_q4,JAWA BARAT,2025-10-01,4,2025-10-12T03:01:51.024000+00:00,S2A_MSIL2A_20251012T030151_R032_T48MYT_20251012T070218,7.375625,-6.74,107.63,6400.0,64,0.799560546875,0.4933116137981415,0.09916894882917404,chips/sentinel2_quarterly_2025.npz,35,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_tengah_2025_q1,JAWA TENGAH,2025-01-01,1,2025-03-13T02:35:29.024000+00:00,S2B_MSIL2A_20250313T023529_R089_T49MDM_20250313T043947,19.384016,-7.54,110.72,6400.0,64,0.384765625,0.277741938829422,0.13309340178966522,chips/sentinel2_quarterly_2025.npz,36,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_tengah_2025_q2,JAWA TENGAH,2025-04-01,2,2025-06-06T02:35:51.025000+00:00,S2C_MSIL2A_20250606T023551_R089_T49MDM_20250606T065914,2.038288,-7.54,110.72,6400.0,64,0.990966796875,0.29596850275993347,0.15476468205451965,chips/sentinel2_quarterly_2025.npz,37,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_tengah_2025_q3,JAWA TENGAH,2025-07-01,3,2025-07-21T02:35:29.024000+00:00,S2B_MSIL2A_20250721T023529_R089_T49MDM_20250721T043911,2.091304,-7.54,110.72,6400.0,64,0.995849609375,0.3122374713420868,0.15385985374450684,chips/sentinel2_quarterly_2025.npz,38,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_tengah_2025_q4,JAWA TENGAH,2025-10-01,4,2025-10-09T02:35:29.024000+00:00,S2B_MSIL2A_20251009T023529_R089_T49MDM_20251009T043539,8.307021,-7.54,110.72,6400.0,64,0.99853515625,0.2928125858306885,0.15571175515651703,chips/sentinel2_quarterly_2025.npz,39,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_timur_2025_q1,JAWA TIMUR,2025-01-01,1,2025-02-28T02:25:39.024000+00:00,S2B_MSIL2A_20250228T022539_R046_T49MFM_20250228T042724,51.719183,-7.880000000000001,112.75,6400.0,64,0.05908203125,0.30886003375053406,0.044825512915849686,chips/sentinel2_quarterly_2025.npz,40,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_timur_2025_q2,JAWA TIMUR,2025-04-01,2,2025-04-29T02:25:29.024000+00:00,S2B_MSIL2A_20250429T022529_R046_T49MFM_20250429T042642,4.458245,-7.880000000000001,112.75,6400.0,64,0.956787109375,0.5282065868377686,0.11396479606628418,chips/sentinel2_quarterly_2025.npz,41,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_timur_2025_q3,JAWA TIMUR,2025-07-01,3,2025-09-23T02:31:41.024000+00:00,S2A_MSIL2A_20250923T023141_R046_T49MFM_20250923T073014,0.781968,-7.880000000000001,112.75,6400.0,64,1.0,0.4511403441429138,0.10231941938400269,chips/sentinel2_quarterly_2025.npz,42,sentinel-2-l2a,Microsoft Planetary Computer STAC
jawa_timur_2025_q4,JAWA TIMUR,2025-10-01,4,2025-10-16T02:25:59.024000+00:00,S2B_MSIL2A_20251016T022559_R046_T49MFM_20251016T060938,31.54456,-7.880000000000001,112.75,6400.0,64,0.588623046875,0.44683608412742615,0.12759290635585785,chips/sentinel2_quarterly_2025.npz,43,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_barat_2025_q1,KALIMANTAN BARAT,2025-01-01,1,2025-03-09T02:55:29.024000+00:00,S2B_MSIL2A_20250309T025529_R032_T49NCA_20250309T055352,30.592591,0.035,109.335,6400.0,64,0.68798828125,0.4624119997024536,0.12684479355812073,chips/sentinel2_quarterly_2025.npz,44,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_barat_2025_q2,KALIMANTAN BARAT,2025-04-01,2,2025-04-15T03:01:51.024000+00:00,S2A_MSIL2A_20250415T030151_R032_T49NCA_20250415T110416,3.543216,0.035,109.335,6400.0,64,0.88818359375,0.48919788002967834,0.10324450582265854,chips/sentinel2_quarterly_2025.npz,45,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_barat_2025_q3,KALIMANTAN BARAT,2025-07-01,3,2025-08-26T02:55:29.024000+00:00,S2B_MSIL2A_20250826T025529_R032_T49NCA_20250826T063629,2.402936,0.035,109.335,6400.0,64,0.6943359375,0.458195298910141,0.10901821404695511,chips/sentinel2_quarterly_2025.npz,46,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_barat_2025_q4,KALIMANTAN BARAT,2025-10-01,4,2025-12-28T02:52:01.024000+00:00,S2A_MSIL2A_20251228T025201_R132_T49NCA_20251228T080111,24.97977,0.035,109.335,6400.0,64,0.599609375,0.48856157064437866,0.12460201233625412,chips/sentinel2_quarterly_2025.npz,47,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_selatan_2025_q1,KALIMANTAN SELATAN,2025-01-01,1,2025-02-03T02:29:41.025000+00:00,S2C_MSIL2A_20250203T022941_R046_T50MKB_20250203T061512,57.595855,-3.2750000000000004,114.995,6400.0,64,0.503662109375,0.40996602177619934,0.20358648896217346,chips/sentinel2_quarterly_2025.npz,48,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_selatan_2025_q2,KALIMANTAN SELATAN,2025-04-01,2,2025-05-04T02:26:11.025000+00:00,S2C_MSIL2A_20250504T022611_R046_T50MKB_20250504T074915,6.58169,-3.2750000000000004,114.995,6400.0,64,0.8330078125,0.3823682367801666,0.19875602424144745,chips/sentinel2_quarterly_2025.npz,49,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_selatan_2025_q3,KALIMANTAN SELATAN,2025-07-01,3,2025-07-25T02:31:41.024000+00:00,S2A_MSIL2A_20250725T023141_R046_T50MKB_20250725T073220,2.180374,-3.2750000000000004,114.995,6400.0,64,0.997314453125,0.4016527831554413,0.18333666026592255,chips/sentinel2_quarterly_2025.npz,50,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_selatan_2025_q4,KALIMANTAN SELATAN,2025-10-01,4,2025-10-16T02:25:59.024000+00:00,S2B_MSIL2A_20251016T022559_R046_T50MKB_20251016T060938,23.107296,-3.2750000000000004,114.995,6400.0,64,0.882080078125,0.40902429819107056,0.19291742146015167,chips/sentinel2_quarterly_2025.npz,51,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_tengah_2025_q1,KALIMANTAN TENGAH,2025-01-01,1,2025-01-07T02:41:01.024000+00:00,S2A_MSIL2A_20250107T024101_R089_T49MGT_20250107T075654,54.357332,-2.53,112.97,6400.0,64,0.3896484375,0.3257928788661957,0.2083718627691269,chips/sentinel2_quarterly_2025.npz,52,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_tengah_2025_q2,KALIMANTAN TENGAH,2025-04-01,2,2025-06-16T02:35:51.025000+00:00,S2C_MSIL2A_20250616T023551_R089_T49MGT_20250616T072543,16.733259,-2.53,112.97,6400.0,64,0.641357421875,0.3173956871032715,0.2113676220178604,chips/sentinel2_quarterly_2025.npz,53,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_tengah_2025_q3,KALIMANTAN TENGAH,2025-07-01,3,2025-07-26T02:36:11.025000+00:00,S2C_MSIL2A_20250726T023611_R089_T49MGT_20250726T060117,29.159865,-2.53,112.97,6400.0,64,0.32666015625,0.333490252494812,0.20226562023162842,chips/sentinel2_quarterly_2025.npz,54,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_tengah_2025_q4,KALIMANTAN TENGAH,2025-10-01,4,2025-10-16T02:41:41.024000+00:00,S2A_MSIL2A_20251016T024141_R089_T49MGT_20251016T073317,27.616522,-2.53,112.97,6400.0,64,0.712646484375,0.320650577545166,0.2115476131439209,chips/sentinel2_quarterly_2025.npz,55,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_timur_2025_q1,KALIMANTAN TIMUR,2025-01-01,1,2025-03-14T02:21:31.024000+00:00,S2A_MSIL2A_20250314T022131_R003_T50MNE_20250314T085314,29.012644,-0.49,117.15,6400.0,64,0.45263671875,0.23120708763599396,0.24633370339870453,chips/sentinel2_quarterly_2025.npz,56,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_timur_2025_q2,KALIMANTAN TIMUR,2025-04-01,2,2025-06-05T02:15:29.024000+00:00,S2B_MSIL2A_20250605T021529_R003_T50MNE_20250605T055040,25.62736,-0.49,117.15,6400.0,64,0.2138671875,0.16624896228313446,0.20623590052127838,chips/sentinel2_quarterly_2025.npz,57,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_timur_2025_q3,KALIMANTAN TIMUR,2025-07-01,3,2025-08-01T02:21:31.024000+00:00,S2A_MSIL2A_20250801T022131_R003_T50MNE_20250801T060214,33.054999,-0.49,117.15,6400.0,64,0.259521484375,0.15304125845432281,0.19578947126865387,chips/sentinel2_quarterly_2025.npz,58,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_timur_2025_q4,KALIMANTAN TIMUR,2025-10-01,4,2025-10-18T02:17:21.025000+00:00,S2C_MSIL2A_20251018T021721_R003_T50MNE_20251018T062518,26.421219,-0.49,117.15,6400.0,64,0.642578125,0.20968610048294067,0.21485789120197296,chips/sentinel2_quarterly_2025.npz,59,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_utara_2025_q1,KALIMANTAN UTARA,2025-01-01,1,2025-03-14T02:21:31.024000+00:00,S2A_MSIL2A_20250314T022131_R003_T50NNJ_20250314T085314,31.423479,3.075,117.475,6400.0,64,0.928466796875,0.057025980204343796,0.2454477697610855,chips/sentinel2_quarterly_2025.npz,60,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_utara_2025_q2,KALIMANTAN UTARA,2025-04-01,2,2025-06-28T02:25:39.024000+00:00,S2B_MSIL2A_20250628T022539_R046_T50NNJ_20250628T042612,16.717626,3.075,117.475,6400.0,64,0.595458984375,0.05952446907758713,0.25208398699760437,chips/sentinel2_quarterly_2025.npz,61,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_utara_2025_q3,KALIMANTAN UTARA,2025-07-01,3,2025-07-30T02:15:51.025000+00:00,S2C_MSIL2A_20250730T021551_R003_T50NNJ_20250730T061313,0.576213,3.075,117.475,6400.0,64,0.945068359375,0.06641924381256104,0.27433905005455017,chips/sentinel2_quarterly_2025.npz,62,sentinel-2-l2a,Microsoft Planetary Computer STAC
kalimantan_utara_2025_q4,KALIMANTAN UTARA,2025-10-01,4,2025-11-02T02:17:39.024000+00:00,S2B_MSIL2A_20251102T021739_R003_T50NNJ_20251102T041417,10.8601,3.075,117.475,6400.0,64,0.681640625,0.050560105592012405,0.2716892957687378,chips/sentinel2_quarterly_2025.npz,63,sentinel-2-l2a,Microsoft Planetary Computer STAC
kepulauan_bangka_belitung_2025_q1,KEPULAUAN BANGKA BELITUNG,2025-01-01,1,2025-02-27T02:55:59.024000+00:00,S2B_MSIL2A_20250227T025559_R032_T48MYC_20250227T055159,20.370921,-2.435,106.88,6400.0,64,0.994384765625,-0.013263481669127941,0.00818646140396595,chips/sentinel2_quarterly_2025.npz,64,sentinel-2-l2a,Microsoft Planetary Computer STAC
kepulauan_bangka_belitung_2025_q2,KEPULAUAN BANGKA BELITUNG,2025-04-01,2,2025-05-18T02:55:29.024000+00:00,S2B_MSIL2A_20250518T025529_R032_T48MYC_20250518T064052,6.429704,-2.435,106.88,6400.0,64,0.876220703125,-0.009098920971155167,0.033564161509275436,chips/sentinel2_quarterly_2025.npz,65,sentinel-2-l2a,Microsoft Planetary Computer STAC
kepulauan_bangka_belitung_2025_q3,KEPULAUAN BANGKA BELITUNG,2025-07-01,3,2025-09-22T03:01:51.024000+00:00,S2A_MSIL2A_20250922T030151_R032_T48MYC_20250922T082413,3.531481,-2.435,106.88,6400.0,64,0.98828125,-0.013100073672831059,0.005426228046417236,chips/sentinel2_quarterly_2025.npz,66,sentinel-2-l2a,Microsoft Planetary Computer STAC
kepulauan_bangka_belitung_2025_q4,KEPULAUAN BANGKA BELITUNG,2025-10-01,4,2025-11-01T03:01:51.024000+00:00,S2A_MSIL2A_20251101T030151_R032_T48MYC_20251101T090518,20.696329,-2.435,106.88,6400.0,64,0.970947265625,-0.01997346803545952,0.005423356778919697,chips/sentinel2_quarterly_2025.npz,67,sentinel-2-l2a,Microsoft Planetary Computer STAC
kepulauan_riau_2025_q1,KEPULAUAN RIAU,2025-01-01,1,2025-03-30T03:16:41.025000+00:00,S2C_MSIL2A_20250330T031641_R118_T48NUG_20250330T093913,36.317179,1.05,104.01,6400.0,64,0.775390625,0.30755048990249634,0.18096907436847687,chips/sentinel2_quarterly_2025.npz,68,sentinel-2-l2a,Microsoft Planetary Computer STAC
kepulauan_riau_2025_q2,KEPULAUAN RIAU,2025-04-01,2,2025-05-24T03:15:19.024000+00:00,S2B_MSIL2A_20250524T031519_R118_T48NUG_20250524T070131,23.722064,1.05,104.01,6400.0,64,0.048828125,0.3153280019760132,0.18605643510818481,chips/sentinel2_quarterly_2025.npz,69,sentinel-2-l2a,Microsoft Planetary Computer STAC
kepulauan_riau_2025_q3,KEPULAUAN RIAU,2025-07-01,3,2025-09-06T03:16:01.025000+00:00,S2C_MSIL2A_20250906T031601_R118_T48NUG_20250906T081115,11.860153,1.05,104.01,6400.0,64,0.977783203125,0.35046765208244324,0.2074533998966217,chips/sentinel2_quarterly_2025.npz,70,sentinel-2-l2a,Microsoft Planetary Computer STAC
