adm1_name,date,weather_lat,weather_lon,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
JAMBI,2017-12-01,-1.54,102.86500000000001,25.84,30.89,21.44,7.3,89.95,0.87,16.44
JAMBI,2018-01-01,-1.54,102.86500000000001,25.34,30.96,19.66,3.91,88.72,0.86,17.24
JAMBI,2018-02-01,-1.54,102.86500000000001,25.46,29.94,21.8,6.8,90.32,1.08,15.44
JAMBI,2018-03-01,-1.54,102.86500000000001,26.0,30.7,22.42,8.81,89.79,0.8,17.13
JAMBI,2018-04-01,-1.54,102.86500000000001,26.6,31.17,22.19,6.39,89.31,0.77,17.57
JAMBI,2018-05-01,-1.54,102.86500000000001,26.62,30.89,23.18,7.74,89.41,0.79,17.21
JAMBI,2018-06-01,-1.54,102.86500000000001,25.8,30.66,21.44,4.29,90.76,0.83,16.79
JAMBI,2018-07-01,-1.54,102.86500000000001,25.69,30.54,21.19,1.89,88.64,0.91,16.37
JAMBI,2018-08-01,-1.54,102.86500000000001,25.86,30.74,21.83,2.99,87.89,0.91,16.23
JAMBI,2018-09-01,-1.54,102.86500000000001,25.81,31.46,20.1,5.14,86.3,0.94,18.46
JAMBI,2018-10-01,-1.54,102.86500000000001,26.42,31.72,21.64,8.73,86.19,0.75,17.55
JAMBI,2018-11-01,-1.54,102.86500000000001,26.15,30.82,22.64,13.53,88.71,0.66,17.68
JAMBI,2018-12-01,-1.54,102.86500000000001,26.07,30.58,22.56,8.32,88.68,0.76,17.88
JAMBI,2019-01-01,-1.54,102.86500000000001,26.01,31.31,21.64,9.57,90.03,1.06,16.63
JAMBI,2019-02-01,-1.54,102.86500000000001,26.12,31.15,22.6,9.2,90.03,0.93,15.65
JAMBI,2019-03-01,-1.54,102.86500000000001,26.62,31.63,21.98,4.9,87.73,0.81,19.08
JAMBI,2019-04-01,-1.54,102.86500000000001,26.71,31.46,22.53,10.95,89.11,0.66,17.75
JAMBI,2019-05-01,-1.54,102.86500000000001,26.65,31.51,22.56,4.99,89.68,0.76,18.11
JAMBI,2019-06-01,-1.54,102.86500000000001,26.33,30.61,21.97,4.7,90.1,0.86,15.51
JAMBI,2019-07-01,-1.54,102.86500000000001,25.86,30.46,20.57,1.97,87.74,1.04,17.47
JAMBI,2019-08-01,-1.54,102.86500000000001,25.93,30.97,20.4,0.72,86.02,1.15,17.71
JAMBI,2019-09-01,-1.54,102.86500000000001,25.99,31.16,19.64,2.63,84.62,1.09,17.09
JAMBI,2019-10-01,-1.54,102.86500000000001,26.49,31.32,21.71,5.78,85.31,0.87,16.72
JAMBI,2019-11-01,-1.54,102.86500000000001,26.52,31.77,21.82,3.67,86.08,0.76,17.4
JAMBI,2019-12-01,-1.54,102.86500000000001,25.87,31.36,22.53,6.24,90.28,1.0,14.77
JAMBI,2020-01-01,-1.54,102.86500000000001,26.34,31.11,22.41,5.61,88.37,1.14,15.59
JAMBI,2020-02-01,-1.54,102.86500000000001,26.53,31.39,22.36,3.03,86.56,1.16,16.66
JAMBI,2020-03-01,-1.54,102.86500000000001,26.76,32.45,22.08,26.79,87.9,0.9,18.29
JAMBI,2020-04-01,-1.54,102.86500000000001,26.8,31.25,23.25,9.58,88.39,0.64,17.66
JAMBI,2020-05-01,-1.54,102.86500000000001,27.03,30.99,23.5,7.68,89.42,0.73,16.05
JAMBI,2020-06-01,-1.54,102.86500000000001,25.99,30.2,22.13,4.13,90.33,0.89,16.82
JAMBI,2020-07-01,-1.54,102.86500000000001,25.71,30.2,21.56,5.82,89.63,0.91,16.55
JAMBI,2020-08-01,-1.54,102.86500000000001,25.91,30.87,22.14,3.67,88.32,0.98,18.3
JAMBI,2020-09-01,-1.54,102.86500000000001,25.98,31.69,21.99,7.26,87.83,0.91,17.4
JAMBI,2020-10-01,-1.54,102.86500000000001,26.06,30.77,22.27,12.15,87.85,0.73,18.4
JAMBI,2020-11-01,-1.54,102.86500000000001,26.08,31.45,22.23,9.9,89.29,0.8,17.59
JAMBI,2020-12-01,-1.54,102.86500000000001,25.69,30.5,22.26,9.32,89.73,0.87,16.8
JAMBI,2021-01-01,-1.54,102.86500000000001,25.06,29.53,21.28,7.44,91.89,1.14,14.63
JAMBI,2021-02-01,-1.54,102.86500000000001,25.72,31.14,21.41,2.36,88.85,1.3,16.9
JAMBI,2021-03-01,-1.54,102.86500000000001,25.77,30.94,22.24,10.11,89.95,0.85,17.18
JAMBI,2021-04-01,-1.54,102.86500000000001,26.26,31.12,22.19,8.69,88.0,0.75,17.46
JAMBI,2021-05-01,-1.54,102.86500000000001,26.81,30.96,22.41,7.51,89.3,0.73,16.59
JAMBI,2021-06-01,-1.54,102.86500000000001,26.06,30.82,22.26,6.02,88.97,0.72,17.33
JAMBI,2021-07-01,-1.54,102.86500000000001,25.65,30.22,21.38,5.07,88.96,0.87,17.5
JAMBI,2021-08-01,-1.54,102.86500000000001,25.54,30.64,21.08,6.55,89.54,0.84,16.77
JAMBI,2021-09-01,-1.54,102.86500000000001,26.05,31.47,21.32,9.31,88.51,0.84,17.32
JAMBI,2021-10-01,-1.54,102.86500000000001,26.27,31.68,22.15,8.01,87.95,0.76,18.22
JAMBI,2021-11-01,-1.54,102.86500000000001,26.05,31.33,20.81,9.9,87.2,0.68,17.79
JAMBI,2021-12-01,-1.54,102.86500000000001,25.78,31.31,21.47,7.32,90.03,0.89,16.35
JAMBI,2022-01-01,-1.54,102.86500000000001,25.69,30.6,21.92,7.3,90.23,1.04,16.78
JAMBI,2022-02-01,-1.54,102.86500000000001,25.46,31.12,20.93,7.47,89.46,0.9,18.15
JAMBI,2022-03-01,-1.54,102.86500000000001,26.26,31.22,22.47,9.56,88.45,0.71,19.46
JAMBI,2022-04-01,-1.54,102.86500000000001,26.45,31.12,22.36,5.43,87.82,0.64,16.89
JAMBI,2022-05-01,-1.54,102.86500000000001,26.59,31.44,22.63,5.74,88.69,0.72,17.45
JAMBI,2022-06-01,-1.54,102.86500000000001,25.64,30.66,22.04,7.24,89.81,0.7,17.24
JAMBI,2022-07-01,-1.54,102.86500000000001,25.73,30.47,21.13,5.36,90.13,0.83,16.85
JAMBI,2022-08-01,-1.54,102.86500000000001,25.96,30.73,22.49,7.93,89.16,0.78,16.54
JAMBI,2022-09-01,-1.54,102.86500000000001,25.68,30.31,21.56,6.38,88.42,0.78,16.76
JAMBI,2022-10-01,-1.54,102.86500000000001,26.09,30.69,22.22,13.25,87.98,0.72,16.51
JAMBI,2022-11-01,-1.54,102.86500000000001,26.06,31.13,21.63,8.95,88.1,0.74,17.35
JAMBI,2022-12-01,-1.54,102.86500000000001,25.5,30.26,22.5,6.65,90.52,0.87,15.5
JAMBI,2023-01-01,-1.54,102.86500000000001,25.25,29.72,22.27,7.18,90.58,0.99,15.41
JAMBI,2023-02-01,-1.54,102.86500000000001,25.46,30.32,22.07,6.38,90.59,1.08,16.75
JAMBI,2023-03-01,-1.54,102.86500000000001,26.01,31.24,21.53,8.28,89.01,1.04,16.41
JAMBI,2023-04-01,-1.54,102.86500000000001,26.8,31.93,22.51,8.1,88.44,0.65,17.52
JAMBI,2023-05-01,-1.54,102.86500000000001,26.97,31.9,23.14,9.51,89.11,0.7,16.67
JAMBI,2023-06-01,-1.54,102.86500000000001,26.59,30.75,23.38,7.96,89.56,0.74,16.1
JAMBI,2023-07-01,-1.54,102.86500000000001,26.36,31.04,22.82,5.18,89.25,0.85,15.61
JAMBI,2023-08-01,-1.54,102.86500000000001,26.49,31.04,22.09,4.52,88.43,1.01,16.27
JAMBI,2023-09-01,-1.54,102.86500000000001,26.39,31.48,21.23,2.33,86.07,1.09,18.53
JAMBI,2023-10-01,-1.54,102.86500000000001,27.05,32.04,22.54,1.91,84.99,0.87,17.87
JAMBI,2023-11-01,-1.54,102.86500000000001,27.05,32.12,23.32,8.31,87.41,0.67,15.88
JAMBI,2023-12-01,-1.54,102.86500000000001,26.68,31.23,22.96,8.34,89.95,0.89,15.25
JAMBI,2024-01-01,-1.54,102.86500000000001,26.21,31.05,22.43,7.51,90.51,1.02,15.7
JAMBI,2024-02-01,-1.54,102.86500000000001,26.77,31.32,23.4,11.94,90.97,0.99,15.36
JAMBI,2024-03-01,-1.54,102.86500000000001,27.0,32.11,22.75,5.76,89.03,0.88,17.83
JAMBI,2024-04-01,-1.54,102.86500000000001,27.59,32.21,23.53,9.78,89.37,0.65,16.75
JAMBI,2024-05-01,-1.54,102.86500000000001,27.43,31.54,24.11,7.06,90.33,0.76,15.76
JAMBI,2024-06-01,-1.54,102.86500000000001,26.63,31.77,22.27,7.12,89.88,0.71,15.7
JAMBI,2024-07-01,-1.54,102.86500000000001,26.4,30.7,22.19,1.69,88.82,0.99,17.27
JAMBI,2024-08-01,-1.54,102.86500000000001,26.48,31.47,21.97,2.98,87.24,0.94,16.75
JAMBI,2024-09-01,-1.54,102.86500000000001,26.79,31.68,21.79,6.88,86.66,0.9,17.62
JAMBI,2024-10-01,-1.54,102.86500000000001,27.1,32.02,22.71,7.6,85.94,0.75,19.57
JAMBI,2024-11-01,-1.54,102.86500000000001,26.62,31.72,22.27,9.09,88.07,0.73,16.59
JAMBI,2024-12-01,-1.54,102.86500000000001,26.37,31.06,23.01,5.25,88.48,0.92,16.35
JAMBI,2025-01-01,-1.54,102.86500000000001,25.4,30.11,22.38,10.66,92.32,1.08,13.8
JAMBI,2025-02-01,-1.54,102.86500000000001,25.88,31.07,22.28,6.97,89.92,0.97,15.39
JAMBI,2025-03-01,-1.54,102.86500000000001,26.31,31.7,22.33,11.22,90.35,0.87,15.34
JAMBI,2025-04-01,-1.54,102.86500000000001,26.68,31.51,22.15,7.18,87.63,0.68,16.63
JAMBI,2025-05-01,-1.54,102.86500000000001,27.02,31.3,22.72,8.29,88.02,0.73,18.03
JAMBI,2025-06-01,-1.54,102.86500000000001,26.15,30.65,22.61,3.18,89.2,0.85,16.39
JAMBI,2025-07-01,-1.54,102.86500000000001,26.27,30.48,21.73,2.77,87.99,0.85,16.69
JAMBI,2025-08-01,-1.54,102.86500000000001,25.95,31.02,21.57,6.09,87.48,0.8,16.72
JAMBI,2025-09-01,-1.54,102.86500000000001,26.17,31.43,22.34,4.83,87.63,0.76,17.46
JAMBI,2025-10-01,-1.54,102.86500000000001,26.45,31.26,21.84,4.36,86.0,0.82,18.07
JAMBI,2025-11-01,-1.54,102.86500000000001,26.52,31.73,22.19,6.26,86.3,0.93,17.7
JAMBI,2025-12-01,-1.54,102.86500000000001,25.79,30.45,22.49,11.66,90.49,0.93,16.1
JAWA BARAT,2007-01-01,-6.74,107.63,25.72,32.9,19.37,8.87,81.15,2.06,19.08
JAWA BARAT,2007-02-01,-6.74,107.63,24.95,30.38,21.75,17.28,88.31,1.85,15.45
JAWA BARAT,2007-03-01,-6.74,107.63,25.03,30.5,21.31,8.41,88.28,2.24,17.06
JAWA BARAT,2007-04-01,-6.74,107.63,25.48,29.88,22.35,9.56,88.06,1.38,16.49
JAWA BARAT,2007-05-01,-6.74,107.63,25.23,30.3,20.61,3.4,88.05,1.8,16.91
JAWA BARAT,2007-06-01,-6.74,107.63,25.01,30.17,19.45,3.49,85.52,1.63,16.31
JAWA BARAT,2007-07-01,-6.74,107.63,24.38,29.6,18.18,0.45,82.26,1.81,18.83
JAWA BARAT,2007-08-01,-6.74,107.63,24.36,30.45,17.73,0.62,78.58,1.9,20.63
JAWA BARAT,2007-09-01,-6.74,107.63,25.36,32.34,18.92,0.77,74.52,1.8,22.08
JAWA BARAT,2007-10-01,-6.74,107.63,26.46,33.02,19.65,3.3,75.27,1.59,19.64
JAWA BARAT,2007-11-01,-6.74,107.63,25.92,32.82,21.69,8.3,81.22,1.35,18.95
JAWA BARAT,2007-12-01,-6.74,107.63,25.35,31.15,21.83,12.85,85.86,1.93,15.74
JAWA BARAT,2008-01-01,-6.74,107.63,25.25,30.71,20.65,11.41,85.39,2.16,18.42
JAWA BARAT,2008-02-01,-6.74,107.63,24.16,28.57,21.36,11.89,90.89,2.87,12.83
JAWA BARAT,2008-03-01,-6.74,107.63,24.75,29.55,21.11,10.17,88.08,1.62,17.38
JAWA BARAT,2008-04-01,-6.74,107.63,25.13,30.31,21.49,7.73,87.06,1.49,17.2
JAWA BARAT,2008-05-01,-6.74,107.63,24.96,29.58,18.98,2.52,83.02,1.56,18.6
JAWA BARAT,2008-06-01,-6.74,107.63,24.45,29.47,18.39,1.27,83.21,1.72,17.26
JAWA BARAT,2008-07-01,-6.74,107.63,23.8,29.67,18.23,0.17,79.21,1.9,19.87
JAWA BARAT,2008-08-01,-6.74,107.63,24.55,30.21,18.99,1.55,80.38,2.03,17.87
JAWA BARAT,2008-09-01,-6.74,107.63,25.99,32.96,20.63,1.31,74.58,1.8,21.06
JAWA BARAT,2008-10-01,-6.74,107.63,26.47,33.15,21.99,3.78,77.0,1.87,18.9
JAWA BARAT,2008-11-01,-6.74,107.63,25.66,31.45,21.89,12.08,84.82,1.66,16.94
JAWA BARAT,2008-12-01,-6.74,107.63,25.25,30.31,21.87,11.62,85.73,1.82,16.45
JAWA BARAT,2009-01-01,-6.74,107.63,24.49,31.16,19.88,10.41,87.87,2.31,15.22
JAWA BARAT,2009-02-01,-6.74,107.63,24.5,29.87,21.14,11.5,89.39,2.36,14.48
JAWA BARAT,2009-03-01,-6.74,107.63,25.27,30.82,21.63,8.89,85.92,1.38,20.24
JAWA BARAT,2009-04-01,-6.74,107.63,25.62,30.97,21.87,6.34,85.75,1.37,17.65
JAWA BARAT,2009-05-01,-6.74,107.63,25.5,30.83,21.88,4.95,86.03,1.31,16.67
JAWA BARAT,2009-06-01,-6.74,107.63,24.98,29.74,20.54,3.11,84.89,1.57,17.18
JAWA BARAT,2009-07-01,-6.74,107.63,24.28,29.86,18.1,0.6,80.25,1.69,19.24
JAWA BARAT,2009-08-01,-6.74,107.63,24.65,30.27,18.79,0.21,79.11,1.7,20.31
JAWA BARAT,2009-09-01,-6.74,107.63,26.13,32.41,19.89,1.14,74.41,1.6,21.64
JAWA BARAT,2009-10-01,-6.74,107.63,26.23,32.21,21.63,6.13,78.6,1.78,20.36
JAWA BARAT,2009-11-01,-6.74,107.63,26.12,31.87,21.9,11.7,80.54,1.69,17.24
JAWA BARAT,2009-12-01,-6.74,107.63,25.76,30.6,21.52,6.59,82.96,1.47,17.69
JAWA BARAT,2010-01-01,-6.74,107.63,24.88,30.44,20.72,12.32,86.8,2.11,16.0
JAWA BARAT,2010-02-01,-6.74,107.63,25.71,30.53,22.08,12.63,87.18,1.42,17.83
JAWA BARAT,2010-03-01,-6.74,107.63,25.8,30.38,21.83,13.18,87.29,1.45,17.92
JAWA BARAT,2010-04-01,-6.74,107.63,26.34,31.1,22.44,5.0,83.92,1.36,19.03
JAWA BARAT,2010-05-01,-6.74,107.63,26.13,31.0,22.88,8.59,87.01,1.45,16.42
JAWA BARAT,2010-06-01,-6.74,107.63,25.16,29.82,20.57,6.81,87.64,1.53,14.71
JAWA BARAT,2010-07-01,-6.74,107.63,24.97,29.97,20.43,4.73,87.15,1.57,15.36
JAWA BARAT,2010-08-01,-6.74,107.63,24.97,29.82,21.3,5.05,85.81,1.64,17.95
JAWA BARAT,2010-09-01,-6.74,107.63,25.14,30.17,21.72,8.21,85.93,1.45,16.68
JAWA BARAT,2010-10-01,-6.74,107.63,25.24,30.58,19.47,10.74,84.15,1.34,17.86
JAWA BARAT,2010-11-01,-6.74,107.63,25.36,29.72,22.38,7.63,86.2,1.55,17.36
JAWA BARAT,2010-12-01,-6.74,107.63,24.46,28.92,21.17,7.58,88.69,2.29,15.44
JAWA BARAT,2011-01-01,-6.74,107.63,24.04,28.53,20.6,5.04,89.39,2.51,14.98
JAWA BARAT,2011-02-01,-6.74,107.63,24.47,29.45,20.95,7.01,87.52,2.12,16.38
JAWA BARAT,2011-03-01,-6.74,107.63,24.83,30.18,21.02,9.66,86.51,2.08,17.35
JAWA BARAT,2011-04-01,-6.74,107.63,25.13,30.32,20.1,11.99,85.67,1.62,17.55
JAWA BARAT,2011-05-01,-6.74,107.63,25.36,30.61,21.66,5.18,85.3,1.38,16.56
JAWA BARAT,2011-06-01,-6.74,107.63,24.81,29.41,19.02,3.56,84.38,1.64,17.9
JAWA BARAT,2011-07-01,-6.74,107.63,24.28,29.8,18.3,1.22,83.25,1.8,18.03
JAWA BARAT,2011-08-01,-6.74,107.63,24.17,30.2,18.12,0.12,79.23,1.84,20.52
JAWA BARAT,2011-09-01,-6.74,107.63,25.18,31.88,19.06,1.66,76.16,1.86,21.66
JAWA BARAT,2011-10-01,-6.74,107.63,26.15,33.06,20.9,3.09,77.97,1.75,19.24
JAWA BARAT,2011-11-01,-6.74,107.63,25.71,32.37,21.59,8.58,83.14,1.43,17.11
JAWA BARAT,2011-12-01,-6.74,107.63,25.77,31.24,22.05,9.31,83.24,1.83,17.08
JAWA BARAT,2012-01-01,-6.74,107.63,24.83,30.94,21.73,7.94,85.98,2.57,15.78
JAWA BARAT,2012-02-01,-6.74,107.63,25.16,30.58,20.64,7.97,85.62,1.47,18.06
JAWA BARAT,2012-03-01,-6.74,107.63,24.94,30.9,20.8,7.94,85.55,2.2,17.71
JAWA BARAT,2012-04-01,-6.74,107.63,25.17,30.92,21.56,6.81,87.31,1.5,17.38
JAWA BARAT,2012-05-01,-6.74,107.63,25.41,30.55,20.36,2.66,83.48,1.61,18.0
JAWA BARAT,2012-06-01,-6.74,107.63,24.74,29.79,19.13,1.99,83.09,1.56,17.81
JAWA BARAT,2012-07-01,-6.74,107.63,24.12,29.89,17.54,0.37,79.21,1.76,18.88
JAWA BARAT,2012-08-01,-6.74,107.63,24.25,30.92,17.72,0.54,76.57,1.89,21.33
JAWA BARAT,2012-09-01,-6.74,107.63,25.81,32.87,18.24,0.88,72.42,1.66,21.88
JAWA BARAT,2012-10-01,-6.74,107.63,26.44,33.8,21.15,3.27,76.55,1.62,19.66
JAWA BARAT,2012-11-01,-6.74,107.63,26.2,32.76,22.36,8.69,81.0,1.46,17.82
JAWA BARAT,2012-12-01,-6.74,107.63,25.62,31.49,21.94,13.07,84.09,1.64,16.71
JAWA BARAT,2013-01-01,-6.74,107.63,24.6,29.87,21.25,18.24,88.8,2.62,15.11
JAWA BARAT,2013-02-01,-6.74,107.63,24.9,29.87,20.73,10.23,88.07,2.09,17.35
JAWA BARAT,2013-03-01,-6.74,107.63,25.73,30.67,21.29,9.21,85.86,1.55,18.8
JAWA BARAT,2013-04-01,-6.74,107.63,25.61,30.92,21.83,8.09,87.49,1.48,16.72
JAWA BARAT,2013-05-01,-6.74,107.63,25.68,30.28,22.21,6.92,86.98,1.32,15.76
JAWA BARAT,2013-06-01,-6.74,107.63,25.4,30.53,21.87,6.45,85.95,1.35,15.41
JAWA BARAT,2013-07-01,-6.74,107.63,24.58,29.37,19.62,7.38,86.53,1.76,14.83
JAWA BARAT,2013-08-01,-6.74,107.63,24.52,30.12,18.24,1.45,81.33,1.92,20.84
JAWA BARAT,2013-09-01,-6.74,107.63,25.53,32.01,18.9,0.84,77.97,1.75,21.55
JAWA BARAT,2013-10-01,-6.74,107.63,26.31,32.14,20.42,3.14,76.09,1.56,20.85
JAWA BARAT,2013-11-01,-6.74,107.63,25.99,32.3,21.5,5.33,79.27,1.53,18.49
JAWA BARAT,2013-12-01,-6.74,107.63,25.31,30.69,20.97,14.63,85.22,1.69,16.2
JAWA BARAT,2014-01-01,-6.74,107.63,24.25,30.39,20.39,20.89,89.25,2.4,13.4
JAWA BARAT,2014-02-01,-6.74,107.63,24.45,29.6,19.85,13.2,89.34,1.87,13.7
JAWA BARAT,2014-03-01,-6.74,107.63,25.28,30.37,21.72,9.24,88.46,1.44,17.25
JAWA BARAT,2014-04-01,-6.74,107.63,25.97,30.71,21.53,10.11,84.37,1.35,18.59
JAWA BARAT,2014-05-01,-6.74,107.63,25.99,31.26,22.71,5.78,87.5,1.61,17.45
JAWA BARAT,2014-06-01,-6.74,107.63,25.54,30.92,21.28,4.71,86.38,1.43,15.26
JAWA BARAT,2014-07-01,-6.74,107.63,25.3,30.52,20.97,4.87,83.41,1.48,15.94
JAWA BARAT,2014-08-01,-6.74,107.63,24.75,30.3,19.1,1.77,81.17,1.93,19.86
JAWA BARAT,2014-09-01,-6.74,107.63,25.01,31.57,18.46,0.25,76.56,2.0,22.88
JAWA BARAT,2014-10-01,-6.74,107.63,26.33,32.78,20.06,1.41,76.1,1.85,20.67
JAWA BARAT,2014-11-01,-6.74,107.63,26.3,33.23,21.41,8.61,80.1,1.52,18.59
JAWA BARAT,2014-12-01,-6.74,107.63,25.44,31.31,22.04,12.32,85.53,1.87,16.69
JAWA BARAT,2015-01-01,-6.74,107.63,24.6,30.06,20.95,11.7,87.55,2.17,16.52
JAWA BARAT,2015-02-01,-6.74,107.63,24.69,30.12,21.47,17.92,88.78,1.68,16.11
JAWA BARAT,2015-03-01,-6.74,107.63,25.07,31.47,20.73,10.68,86.99,1.73,17.76
JAWA BARAT,2015-04-01,-6.74,107.63,25.41,30.72,21.4,6.99,86.45,1.45,16.67
JAWA BARAT,2015-05-01,-6.74,107.63,25.27,30.34,19.09,4.03,85.41,1.77,18.41
JAWA BARAT,2015-06-01,-6.74,107.63,24.89,30.64,18.74,1.19,82.18,1.67,18.18
JAWA BARAT,2015-07-01,-6.74,107.63,24.38,29.82,19.2,0.33,82.09,1.78,19.08
JAWA BARAT,2015-08-01,-6.74,107.63,24.56,31.46,18.42,0.59,78.16,1.87,20.64
JAWA BARAT,2015-09-01,-6.74,107.63,25.79,33.43,18.96,0.35,71.63,2.0,21.89
JAWA BARAT,2015-10-01,-6.74,107.63,27.2,35.89,20.15,0.63,67.23,2.24,20.82
JAWA BARAT,2015-11-01,-6.74,107.63,26.95,35.97,22.27,8.6,77.82,1.57,19.16
JAWA BARAT,2015-12-01,-6.74,107.63,26.03,31.82,20.63,9.07,82.91,1.84,17.65
JAWA BARAT,2016-01-01,-6.74,107.63,26.15,32.05,21.81,8.55,84.62,1.53,17.91
JAWA BARAT,2016-02-01,-6.74,107.63,25.62,31.61,21.89,15.69,87.43,1.84,14.97
JAWA BARAT,2016-03-01,-6.74,107.63,26.11,30.54,22.41,11.85,87.89,1.45,17.49
JAWA BARAT,2016-04-01,-6.74,107.63,25.94,30.84,22.71,10.75,87.7,1.51,17.59
JAWA BARAT,2016-05-01,-6.74,107.63,26.06,30.8,22.43,5.9,87.34,1.51,15.96
JAWA BARAT,2016-06-01,-6.74,107.63,25.69,30.1,21.28,5.55,84.1,1.24,15.44
JAWA BARAT,2016-07-01,-6.74,107.63,25.4,30.1,19.98,6.08,85.54,1.43,17.45
JAWA BARAT,2016-08-01,-6.74,107.63,25.33,30.26,19.16,5.19,82.33,1.42,17.69
JAWA BARAT,2016-09-01,-6.74,107.63,25.56,30.29,21.88,9.11,84.37,1.52,18.04
JAWA BARAT,2016-10-01,-6.74,107.63,25.2,30.56,22.02,9.73,86.65,1.42,16.43
JAWA BARAT,2016-11-01,-6.74,107.63,25.54,29.85,22.6,10.18,86.12,1.19,17.09
JAWA BARAT,2016-12-01,-6.74,107.63,25.26,30.47,21.41,4.07,84.95,2.41,17.87
JAWA BARAT,2017-01-01,-6.74,107.63,24.95,30.99,21.08,8.51,86.63,2.03,17.51
JAWA BARAT,2017-02-01,-6.74,107.63,24.66,29.95,21.04,17.18,89.12,2.06,14.96
JAWA BARAT,2017-03-01,-6.74,107.63,25.31,30.43,21.63,8.87,85.97,1.45,17.8
JAWA BARAT,2017-04-01,-6.74,107.63,25.51,29.9,22.49,9.43,87.26,1.37,17.49
JAWA BARAT,2017-05-01,-6.74,107.63,25.82,30.77,20.69,6.4,84.69,1.57,17.12
JAWA BARAT,2017-06-01,-6.74,107.63,25.07,30.26,20.2,4.95,86.14,1.61,15.45
JAWA BARAT,2017-07-01,-6.74,107.63,24.81,30.24,18.24,2.82,82.84,1.66,17.09
JAWA BARAT,2017-08-01,-6.74,107.63,24.63,30.52,18.08,0.83,79.91,1.91,19.97
JAWA BARAT,2017-09-01,-6.74,107.63,25.51,32.07,19.55,3.14,77.93,1.8,20.41
JAWA BARAT,2017-10-01,-6.74,107.63,26.38,32.54,22.79,9.7,81.11,1.28,19.36
JAWA BARAT,2017-11-01,-6.74,107.63,26.01,31.59,22.01,12.01,82.94,1.7,17.05
JAWA BARAT,2017-12-01,-6.74,107.63,25.38,31.45,20.77,7.74,84.72,1.9,16.89
JAWA BARAT,2018-01-01,-6.74,107.63,24.85,29.71,21.12,6.6,86.9,2.38,16.09
JAWA BARAT,2018-02-01,-6.74,107.63,24.77,29.27,20.65,15.68,88.83,1.93,16.02
JAWA BARAT,2018-03-01,-6.74,107.63,25.58,30.92,21.5,10.07,85.78,1.45,17.97
JAWA BARAT,2018-04-01,-6.74,107.63,25.75,30.91,21.28,7.18,85.9,1.55,18.56
JAWA BARAT,2018-05-01,-6.74,107.63,25.58,30.55,20.9,2.65,84.33,1.76,18.28
JAWA BARAT,2018-06-01,-6.74,107.63,25.2,30.52,20.27,2.37,83.64,1.6,17.01
JAWA BARAT,2018-07-01,-6.74,107.63,24.21,30.07,17.52,0.16,78.17,1.62,19.29
JAWA BARAT,2018-08-01,-6.74,107.63,24.51,30.62,17.5,0.96,77.04,1.67,19.52
JAWA BARAT,2018-09-01,-6.74,107.63,25.58,31.89,18.86,2.75,74.84,1.79,21.26
JAWA BARAT,2018-10-01,-6.74,107.63,26.82,33.53,20.08,5.01,74.8,1.73,20.87
JAWA BARAT,2018-11-01,-6.74,107.63,26.33,33.41,22.75,8.66,81.41,1.29,17.95
JAWA BARAT,2018-12-01,-6.74,107.63,25.92,31.12,21.77,8.31,83.48,1.71,17.76
JAWA BARAT,2019-01-01,-6.74,107.63,25.39,31.13,21.43,12.7,86.29,2.0,16.21
JAWA BARAT,2019-02-01,-6.74,107.63,25.78,30.31,22.26,11.26,86.24,1.41,18.97
JAWA BARAT,2019-03-01,-6.74,107.63,25.75,30.78,21.42,8.18,84.56,1.42,17.15
JAWA BARAT,2019-04-01,-6.74,107.63,26.07,30.65,21.83,10.24,86.63,1.38,17.64
JAWA BARAT,2019-05-01,-6.74,107.63,25.94,30.41,21.17,6.35,84.18,1.57,18.58
JAWA BARAT,2019-06-01,-6.74,107.63,24.91,30.49,18.22,1.44,80.88,1.63,18.37
JAWA BARAT,2019-07-01,-6.74,107.63,24.16,30.3,18.26,0.71,80.19,1.93,19.15
JAWA BARAT,2019-08-01,-6.74,107.63,24.25,30.73,18.02,0.5,76.9,1.93,20.41
JAWA BARAT,2019-09-01,-6.74,107.63,25.42,33.48,18.04,0.27,72.42,2.02,22.32
JAWA BARAT,2019-10-01,-6.74,107.63,27.36,35.57,20.85,2.17,68.88,1.97,22.46
JAWA BARAT,2019-11-01,-6.74,107.63,27.32,34.77,21.96,5.33,74.06,1.57,21.02
JAWA BARAT,2019-12-01,-6.74,107.63,26.57,32.61,22.71,11.24,81.42,1.35,17.89
JAWA BARAT,2020-01-01,-6.74,107.63,25.83,31.93,21.67,12.76,85.85,1.94,15.74
JAWA BARAT,2020-02-01,-6.74,107.63,25.55,30.67,22.35,21.75,88.49,1.77,14.52
JAWA BARAT,2020-03-01,-6.74,107.63,25.83,30.27,22.01,14.6,87.54,1.45,17.44
JAWA BARAT,2020-04-01,-6.74,107.63,26.0,30.94,21.41,8.18,86.87,1.49,17.29
JAWA BARAT,2020-05-01,-6.74,107.63,26.0,30.98,23.09,7.52,87.72,1.49,15.94
JAWA BARAT,2020-06-01,-6.74,107.63,25.41,30.09,20.98,2.33,86.38,1.72,17.15
JAWA BARAT,2020-07-01,-6.74,107.63,24.88,29.77,17.94,3.0,83.28,1.78,17.55
