adm1_name,date,weather_lat,weather_lon,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ALLSKY_SFC_SW_DWN
ACEH,2007-01-01,5.175,96.13499999999999,22.52,27.91,17.72,6.35,90.56,0.26,16.28
ACEH,2007-02-01,5.175,96.13499999999999,22.27,27.88,17.27,3.64,87.91,0.3,19.27
ACEH,2007-03-01,5.175,96.13499999999999,22.96,28.39,17.72,4.58,87.06,0.27,18.99
ACEH,2007-04-01,5.175,96.13499999999999,23.19,28.95,19.91,6.44,90.4,0.28,18.44
ACEH,2007-05-01,5.175,96.13499999999999,23.13,27.96,18.97,3.8,90.03,0.27,18.56
ACEH,2007-06-01,5.175,96.13499999999999,22.75,27.11,17.08,4.5,91.24,0.3,16.42
ACEH,2007-07-01,5.175,96.13499999999999,22.34,27.87,19.0,4.87,90.32,0.31,16.34
ACEH,2007-08-01,5.175,96.13499999999999,22.41,27.4,17.82,1.89,87.61,0.32,17.54
ACEH,2007-09-01,5.175,96.13499999999999,22.47,27.79,18.57,4.01,86.83,0.32,17.67
ACEH,2007-10-01,5.175,96.13499999999999,22.09,27.62,18.42,9.14,90.33,0.3,15.01
ACEH,2007-11-01,5.175,96.13499999999999,22.17,27.93,18.67,7.0,90.81,0.29,15.18
ACEH,2007-12-01,5.175,96.13499999999999,22.02,27.0,18.42,8.14,90.81,0.34,14.49
ACEH,2008-01-01,5.175,96.13499999999999,22.49,27.62,18.89,3.29,90.49,0.24,16.85
ACEH,2008-02-01,5.175,96.13499999999999,22.26,27.67,17.15,2.09,87.31,0.29,17.78
ACEH,2008-03-01,5.175,96.13499999999999,22.45,28.14,17.95,8.9,89.76,0.27,17.11
ACEH,2008-04-01,5.175,96.13499999999999,22.96,28.81,19.24,7.21,90.09,0.29,17.16
ACEH,2008-05-01,5.175,96.13499999999999,22.91,27.83,19.69,2.04,88.59,0.31,18.03
ACEH,2008-06-01,5.175,96.13499999999999,22.56,27.54,18.82,2.88,89.18,0.29,17.85
ACEH,2008-07-01,5.175,96.13499999999999,22.13,27.63,16.27,3.63,88.56,0.29,17.15
ACEH,2008-08-01,5.175,96.13499999999999,22.44,28.12,18.54,5.16,88.04,0.31,18.0
ACEH,2008-09-01,5.175,96.13499999999999,22.28,28.92,17.36,2.65,85.68,0.31,17.89
ACEH,2008-10-01,5.175,96.13499999999999,22.7,29.36,18.15,2.82,87.13,0.3,16.97
ACEH,2008-11-01,5.175,96.13499999999999,22.36,28.02,17.98,11.39,90.62,0.3,12.6
ACEH,2008-12-01,5.175,96.13499999999999,21.94,26.94,18.93,9.01,92.57,0.27,12.85
ACEH,2009-01-01,5.175,96.13499999999999,21.75,27.27,17.66,6.16,91.32,0.3,14.15
ACEH,2009-02-01,5.175,96.13499999999999,22.51,27.94,18.44,1.88,87.02,0.29,18.34
ACEH,2009-03-01,5.175,96.13499999999999,22.58,28.44,18.08,5.16,89.78,0.25,18.26
ACEH,2009-04-01,5.175,96.13499999999999,23.3,28.34,19.16,3.0,88.24,0.28,20.09
ACEH,2009-05-01,5.175,96.13499999999999,22.89,28.14,18.69,6.48,89.0,0.3,18.55
ACEH,2009-06-01,5.175,96.13499999999999,22.79,27.22,18.42,2.27,87.0,0.33,20.14
ACEH,2009-07-01,5.175,96.13499999999999,22.45,27.54,18.61,2.74,87.71,0.33,18.77
ACEH,2009-08-01,5.175,96.13499999999999,22.49,27.96,19.11,7.68,89.09,0.34,16.6
ACEH,2009-09-01,5.175,96.13499999999999,22.56,28.45,18.54,5.45,87.11,0.32,18.94
ACEH,2009-10-01,5.175,96.13499999999999,22.57,27.95,17.89,2.3,87.25,0.28,17.81
ACEH,2009-11-01,5.175,96.13499999999999,22.33,28.54,17.72,15.0,90.65,0.27,14.84
ACEH,2009-12-01,5.175,96.13499999999999,22.64,28.0,18.69,7.2,90.41,0.25,14.91
ACEH,2010-01-01,5.175,96.13499999999999,22.44,27.57,18.54,9.05,90.0,0.26,16.23
ACEH,2010-02-01,5.175,96.13499999999999,23.21,28.39,18.23,4.83,88.49,0.26,19.29
ACEH,2010-03-01,5.175,96.13499999999999,23.36,29.44,18.61,4.88,88.1,0.28,18.84
ACEH,2010-04-01,5.175,96.13499999999999,24.05,29.46,20.31,8.57,88.62,0.26,18.13
ACEH,2010-05-01,5.175,96.13499999999999,23.82,28.99,19.31,4.46,88.59,0.27,18.07
ACEH,2010-06-01,5.175,96.13499999999999,22.58,27.43,17.13,8.85,89.68,0.32,16.5
ACEH,2010-07-01,5.175,96.13499999999999,22.27,27.09,18.17,4.45,88.78,0.32,16.2
ACEH,2010-08-01,5.175,96.13499999999999,22.27,27.4,18.38,3.37,87.19,0.32,17.68
ACEH,2010-09-01,5.175,96.13499999999999,22.53,28.26,18.81,6.98,87.75,0.3,16.81
ACEH,2010-10-01,5.175,96.13499999999999,22.11,27.94,17.83,8.39,87.87,0.34,17.46
ACEH,2010-11-01,5.175,96.13499999999999,21.87,26.76,18.06,13.0,92.15,0.29,12.81
ACEH,2010-12-01,5.175,96.13499999999999,21.65,26.26,17.93,8.3,90.29,0.28,13.71
ACEH,2011-01-01,5.175,96.13499999999999,21.82,26.59,16.7,6.76,90.4,0.27,14.92
ACEH,2011-02-01,5.175,96.13499999999999,22.6,27.5,18.57,3.65,88.15,0.25,18.64
ACEH,2011-03-01,5.175,96.13499999999999,22.42,28.31,18.42,10.98,88.65,0.32,17.85
ACEH,2011-04-01,5.175,96.13499999999999,22.87,28.25,18.26,5.95,89.31,0.25,19.22
ACEH,2011-05-01,5.175,96.13499999999999,22.96,27.85,18.77,2.96,89.04,0.29,19.08
ACEH,2011-06-01,5.175,96.13499999999999,22.65,27.07,19.35,2.18,88.01,0.31,19.18
ACEH,2011-07-01,5.175,96.13499999999999,22.11,27.03,18.19,3.27,87.18,0.33,18.24
ACEH,2011-08-01,5.175,96.13499999999999,22.31,27.56,18.54,8.12,88.96,0.28,17.41
ACEH,2011-09-01,5.175,96.13499999999999,22.27,27.71,17.54,5.04,87.5,0.33,17.6
ACEH,2011-10-01,5.175,96.13499999999999,22.54,28.2,18.15,7.69,88.65,0.26,16.03
ACEH,2011-11-01,5.175,96.13499999999999,22.59,28.12,19.04,8.0,90.12,0.27,14.88
ACEH,2011-12-01,5.175,96.13499999999999,22.34,27.43,18.15,8.19,91.32,0.26,13.34
ACEH,2012-01-01,5.175,96.13499999999999,22.02,27.31,17.9,5.6,90.39,0.26,15.69
ACEH,2012-02-01,5.175,96.13499999999999,22.71,28.04,18.24,5.5,89.35,0.26,17.23
ACEH,2012-03-01,5.175,96.13499999999999,22.55,28.22,18.97,3.56,87.96,0.29,18.53
ACEH,2012-04-01,5.175,96.13499999999999,23.04,28.07,18.36,4.15,88.97,0.26,18.77
ACEH,2012-05-01,5.175,96.13499999999999,22.99,27.9,19.94,3.33,88.74,0.3,19.1
ACEH,2012-06-01,5.175,96.13499999999999,22.41,27.3,17.12,2.16,86.64,0.34,19.51
ACEH,2012-07-01,5.175,96.13499999999999,22.08,26.89,18.19,3.97,87.45,0.31,17.62
ACEH,2012-08-01,5.175,96.13499999999999,22.79,27.73,18.86,3.88,86.77,0.29,19.42
ACEH,2012-09-01,5.175,96.13499999999999,22.38,28.39,17.73,3.97,85.68,0.31,17.81
ACEH,2012-10-01,5.175,96.13499999999999,22.98,28.83,18.67,6.63,87.46,0.26,17.43
ACEH,2012-11-01,5.175,96.13499999999999,22.49,28.01,18.42,11.6,90.41,0.24,15.42
ACEH,2012-12-01,5.175,96.13499999999999,22.53,27.62,19.02,9.0,91.39,0.26,13.86
ACEH,2013-01-01,5.175,96.13499999999999,22.59,27.73,18.73,6.6,90.53,0.23,17.03
ACEH,2013-02-01,5.175,96.13499999999999,22.32,27.6,18.3,7.6,90.18,0.26,15.26
ACEH,2013-03-01,5.175,96.13499999999999,23.7,29.08,17.91,4.22,87.36,0.29,21.43
ACEH,2013-04-01,5.175,96.13499999999999,23.18,28.44,19.15,5.85,88.99,0.29,17.68
ACEH,2013-05-01,5.175,96.13499999999999,22.97,28.2,18.31,5.51,89.61,0.29,18.49
ACEH,2013-06-01,5.175,96.13499999999999,22.45,27.18,18.62,8.1,90.24,0.38,17.92
ACEH,2013-07-01,5.175,96.13499999999999,21.93,26.58,17.87,3.25,87.45,0.32,17.91
ACEH,2013-08-01,5.175,96.13499999999999,22.16,27.39,18.64,3.93,88.25,0.3,17.59
ACEH,2013-09-01,5.175,96.13499999999999,22.28,28.01,18.35,6.72,86.66,0.32,17.9
ACEH,2013-10-01,5.175,96.13499999999999,22.26,27.88,17.98,3.83,87.25,0.33,16.65
ACEH,2013-11-01,5.175,96.13499999999999,22.32,27.55,18.39,5.64,90.28,0.26,14.66
ACEH,2013-12-01,5.175,96.13499999999999,22.25,27.1,18.55,9.97,92.91,0.25,12.66
ACEH,2014-01-01,5.175,96.13499999999999,21.87,26.74,17.62,3.97,89.98,0.3,14.19
ACEH,2014-02-01,5.175,96.13499999999999,22.33,27.71,16.3,2.27,86.55,0.29,20.01
ACEH,2014-03-01,5.175,96.13499999999999,23.08,28.99,16.05,5.19,86.84,0.3,20.67
ACEH,2014-04-01,5.175,96.13499999999999,23.24,28.61,18.73,3.82,87.31,0.3,19.06
ACEH,2014-05-01,5.175,96.13499999999999,23.47,28.72,18.91,5.61,89.46,0.26,16.62
ACEH,2014-06-01,5.175,96.13499999999999,22.94,27.18,18.9,3.05,87.69,0.34,18.02
ACEH,2014-07-01,5.175,96.13499999999999,22.49,27.99,18.69,3.75,86.76,0.35,18.89
ACEH,2014-08-01,5.175,96.13499999999999,22.21,27.89,18.1,9.33,88.53,0.32,16.71
ACEH,2014-09-01,5.175,96.13499999999999,22.61,28.8,18.88,6.29,87.68,0.3,16.96
ACEH,2014-10-01,5.175,96.13499999999999,22.69,28.27,18.6,11.16,89.55,0.29,16.07
ACEH,2014-11-01,5.175,96.13499999999999,22.34,27.48,18.86,14.64,91.64,0.26,15.78
ACEH,2014-12-01,5.175,96.13499999999999,22.27,27.2,18.86,17.77,92.95,0.26,12.53
ACEH,2015-01-01,5.175,96.13499999999999,22.25,27.2,18.41,5.71,89.76,0.25,17.28
ACEH,2015-02-01,5.175,96.13499999999999,22.21,28.53,16.81,4.27,88.39,0.29,19.63
ACEH,2015-03-01,5.175,96.13499999999999,23.29,28.99,17.82,2.6,86.71,0.29,20.42
ACEH,2015-04-01,5.175,96.13499999999999,23.28,28.96,19.29,9.96,89.42,0.25,17.42
ACEH,2015-05-01,5.175,96.13499999999999,23.42,28.45,18.27,3.0,88.49,0.26,18.93
ACEH,2015-06-01,5.175,96.13499999999999,22.84,28.05,18.07,5.49,89.41,0.3,17.61
ACEH,2015-07-01,5.175,96.13499999999999,22.6,27.63,18.99,4.43,89.15,0.33,17.83
ACEH,2015-08-01,5.175,96.13499999999999,22.63,28.18,17.3,4.88,88.4,0.29,18.35
ACEH,2015-09-01,5.175,96.13499999999999,22.79,28.7,18.79,8.21,89.42,0.28,16.95
ACEH,2015-10-01,5.175,96.13499999999999,23.12,28.32,19.21,7.89,89.85,0.24,15.5
ACEH,2015-11-01,5.175,96.13499999999999,22.75,28.21,19.65,10.44,91.39,0.24,14.64
ACEH,2015-12-01,5.175,96.13499999999999,22.89,27.69,19.18,6.65,90.66,0.28,16.85
ACEH,2016-01-01,5.175,96.13499999999999,23.29,28.16,19.74,9.93,90.5,0.25,18.06
ACEH,2016-02-01,5.175,96.13499999999999,23.06,27.9,18.66,6.48,89.42,0.29,18.7
ACEH,2016-03-01,5.175,96.13499999999999,24.13,29.48,18.91,3.45,87.62,0.26,21.35
ACEH,2016-04-01,5.175,96.13499999999999,24.34,29.53,20.79,5.76,88.85,0.28,19.73
ACEH,2016-05-01,5.175,96.13499999999999,23.7,29.14,18.8,8.51,90.74,0.29,16.74
ACEH,2016-06-01,5.175,96.13499999999999,22.37,27.34,17.9,5.11,89.37,0.34,18.79
ACEH,2016-07-01,5.175,96.13499999999999,22.14,27.22,17.29,3.48,88.97,0.3,17.48
ACEH,2016-08-01,5.175,96.13499999999999,22.34,27.14,18.44,10.47,88.46,0.38,18.93
ACEH,2016-09-01,5.175,96.13499999999999,22.28,27.96,17.78,3.0,87.52,0.37,20.65
ACEH,2016-10-01,5.175,96.13499999999999,22.11,27.87,17.91,8.72,88.98,0.39,18.32
ACEH,2016-11-01,5.175,96.13499999999999,22.68,28.27,19.23,12.09,91.31,0.26,15.36
ACEH,2016-12-01,5.175,96.13499999999999,22.02,27.26,16.53,7.33,90.91,0.31,13.4
ACEH,2017-01-01,5.175,96.13499999999999,21.88,27.03,17.35,13.06,91.92,0.3,14.3
ACEH,2017-02-01,5.175,96.13499999999999,22.47,27.55,18.03,5.08,89.68,0.27,18.54
ACEH,2017-03-01,5.175,96.13499999999999,22.86,28.22,17.61,6.41,88.17,0.27,19.53
ACEH,2017-04-01,5.175,96.13499999999999,23.16,28.62,19.02,3.84,89.16,0.29,19.5
ACEH,2017-05-01,5.175,96.13499999999999,23.31,28.55,19.69,6.14,90.46,0.29,17.79
ACEH,2017-06-01,5.175,96.13499999999999,22.92,27.54,18.28,2.42,88.36,0.28,19.4
ACEH,2017-07-01,5.175,96.13499999999999,22.38,26.78,18.49,3.12,87.68,0.33,19.59
ACEH,2017-08-01,5.175,96.13499999999999,22.51,28.17,17.75,5.86,87.2,0.31,18.55
ACEH,2017-09-01,5.175,96.13499999999999,22.53,28.28,18.79,5.28,88.6,0.32,16.32
ACEH,2017-10-01,5.175,96.13499999999999,22.72,29.22,18.28,9.61,87.44,0.32,18.52
ACEH,2017-11-01,5.175,96.13499999999999,22.64,28.81,19.33,9.48,90.55,0.27,14.08
ACEH,2017-12-01,5.175,96.13499999999999,22.46,27.31,18.13,15.8,91.32,0.28,13.66
ACEH,2018-01-01,5.175,96.13499999999999,22.2,27.31,18.06,5.03,89.13,0.25,15.63
ACEH,2018-02-01,5.175,96.13499999999999,22.63,27.64,16.47,8.13,88.67,0.25,19.65
ACEH,2018-03-01,5.175,96.13499999999999,23.26,28.99,18.74,4.15,88.58,0.27,20.62
ACEH,2018-04-01,5.175,96.13499999999999,23.39,28.73,18.42,7.9,90.1,0.25,18.23
ACEH,2018-05-01,5.175,96.13499999999999,23.39,28.43,19.09,7.36,91.65,0.24,18.09
ACEH,2018-06-01,5.175,96.13499999999999,22.8,27.95,18.8,2.37,88.62,0.3,18.08
ACEH,2018-07-01,5.175,96.13499999999999,22.2,26.8,17.17,6.96,88.69,0.37,19.09
ACEH,2018-08-01,5.175,96.13499999999999,22.29,27.37,17.91,4.51,87.5,0.37,19.41
ACEH,2018-09-01,5.175,96.13499999999999,22.45,28.73,17.65,6.29,88.27,0.3,18.74
ACEH,2018-10-01,5.175,96.13499999999999,22.63,28.39,19.14,12.74,90.58,0.26,16.72
ACEH,2018-11-01,5.175,96.13499999999999,22.51,27.82,18.5,15.11,91.78,0.24,15.22
ACEH,2018-12-01,5.175,96.13499999999999,22.63,27.88,18.9,8.85,90.8,0.25,15.64
ACEH,2019-01-01,5.175,96.13499999999999,22.62,27.98,18.38,4.31,89.7,0.23,17.41
ACEH,2019-02-01,5.175,96.13499999999999,23.16,28.75,17.1,4.35,88.42,0.26,20.42
ACEH,2019-03-01,5.175,96.13499999999999,23.5,29.13,18.76,4.0,86.86,0.3,21.53
ACEH,2019-04-01,5.175,96.13499999999999,23.94,29.44,19.24,5.24,88.69,0.26,18.94
ACEH,2019-05-01,5.175,96.13499999999999,23.62,28.64,19.52,4.14,89.32,0.27,19.3
ACEH,2019-06-01,5.175,96.13499999999999,23.12,28.25,19.01,3.68,89.31,0.27,18.62
ACEH,2019-07-01,5.175,96.13499999999999,23.04,27.59,18.32,4.17,87.37,0.3,19.36
ACEH,2019-08-01,5.175,96.13499999999999,22.58,28.71,18.82,4.32,86.98,0.33,19.51
ACEH,2019-09-01,5.175,96.13499999999999,22.96,28.8,17.31,5.2,87.32,0.27,16.37
ACEH,2019-10-01,5.175,96.13499999999999,22.64,28.82,19.28,12.81,90.99,0.26,14.83
ACEH,2019-11-01,5.175,96.13499999999999,22.81,28.27,19.54,8.09,90.29,0.24,15.76
ACEH,2019-12-01,5.175,96.13499999999999,22.8,27.89,19.0,5.89,90.28,0.22,15.29
ACEH,2020-01-01,5.175,96.13499999999999,22.88,27.93,17.74,4.91,88.82,0.26,18.88
ACEH,2020-02-01,5.175,96.13499999999999,23.01,28.74,17.58,4.35,88.61,0.28,19.0
ACEH,2020-03-01,5.175,96.13499999999999,23.65,29.49,19.41,5.48,86.98,0.29,21.13
ACEH,2020-04-01,5.175,96.13499999999999,23.61,28.98,20.03,13.16,90.05,0.26,18.88
ACEH,2020-05-01,5.175,96.13499999999999,23.35,28.62,19.47,16.75,91.32,0.26,17.56
ACEH,2020-06-01,5.175,96.13499999999999,22.72,27.58,17.74,4.43,88.89,0.28,18.41
ACEH,2020-07-01,5.175,96.13499999999999,22.56,27.0,18.72,9.99,90.47,0.28,17.24
ACEH,2020-08-01,5.175,96.13499999999999,22.83,28.22,18.31,4.16,88.18,0.28,19.12
ACEH,2020-09-01,5.175,96.13499999999999,22.28,28.12,17.59,5.48,88.39,0.3,16.63
ACEH,2020-10-01,5.175,96.13499999999999,22.03,28.14,17.91,7.19,88.7,0.36,16.74
ACEH,2020-11-01,5.175,96.13499999999999,22.75,27.98,18.62,12.66,90.72,0.24,14.68
ACEH,2020-12-01,5.175,96.13499999999999,22.16,27.38,17.72,10.42,91.5,0.26,13.66
ACEH,2021-01-01,5.175,96.13499999999999,22.29,27.5,19.16,10.81,91.76,0.23,15.19
ACEH,2021-02-01,5.175,96.13499999999999,22.95,27.96,18.26,3.17,88.0,0.27,21.68
ACEH,2021-03-01,5.175,96.13499999999999,23.01,28.64,17.39,10.75,88.6,0.27,20.21
ACEH,2021-04-01,5.175,96.13499999999999,23.08,28.39,18.51,6.85,88.85,0.29,20.17
ACEH,2021-05-01,5.175,96.13499999999999,23.35,28.76,19.06,6.23,90.03,0.27,17.47
ACEH,2021-06-01,5.175,96.13499999999999,22.26,26.71,17.05,6.2,89.52,0.29,16.82
ACEH,2021-07-01,5.175,96.13499999999999,22.32,27.39,17.55,11.46,89.07,0.31,17.89
ACEH,2021-08-01,5.175,96.13499999999999,22.26,27.64,18.34,7.82,89.39,0.28,17.32
ACEH,2021-09-01,5.175,96.13499999999999,22.63,28.54,16.99,5.38,86.57,0.33,18.53
ACEH,2021-10-01,5.175,96.13499999999999,22.6,28.46,17.45,8.59,88.37,0.3,17.88
ACEH,2021-11-01,5.175,96.13499999999999,22.08,27.94,18.36,11.53,91.25,0.25,14.08
ACEH,2021-12-01,5.175,96.13499999999999,22.41,27.16,18.61,11.59,90.86,0.27,15.9
ACEH,2022-01-01,5.175,96.13499999999999,22.75,28.11,18.28,7.74,89.94,0.25,18.14
ACEH,2022-02-01,5.175,96.13499999999999,22.55,28.04,18.9,12.85,90.15,0.27,15.96
ACEH,2022-03-01,5.175,96.13499999999999,23.02,28.52,17.68,6.86,89.07,0.29,18.51
ACEH,2022-04-01,5.175,96.13499999999999,23.38,28.7,18.94,3.61,88.75,0.28,19.0
ACEH,2022-05-01,5.175,96.13499999999999,23.13,27.82,18.96,4.48,88.89,0.31,18.58
ACEH,2022-06-01,5.175,96.13499999999999,22.28,27.03,18.28,9.08,90.56,0.31,17.67
ACEH,2022-07-01,5.175,96.13499999999999,22.48,27.26,18.51,4.52,89.85,0.34,18.19
ACEH,2022-08-01,5.175,96.13499999999999,22.45,27.55,17.59,7.92,88.21,0.3,17.83
ACEH,2022-09-01,5.175,96.13499999999999,22.28,27.76,17.38,5.66,87.43,0.35,18.89
ACEH,2022-10-01,5.175,96.13499999999999,22.22,27.06,18.57,12.91,90.08,0.31,15.86
ACEH,2022-11-01,5.175,96.13499999999999,22.06,27.13,16.52,9.77,90.86,0.29,15.22
ACEH,2022-12-01,5.175,96.13499999999999,22.12,27.19,18.33,13.54,91.97,0.27,12.26
ACEH,2023-01-01,5.175,96.13499999999999,22.08,27.2,16.78,12.26,90.82,0.27,15.46
ACEH,2023-02-01,5.175,96.13499999999999,22.54,27.85,17.7,6.02,89.8,0.27,17.59
ACEH,2023-03-01,5.175,96.13499999999999,23.17,29.11,17.76,4.51,89.02,0.26,19.96
ACEH,2023-04-01,5.175,96.13499999999999,23.95,29.35,19.98,3.9,88.43,0.32,20.03
ACEH,2023-05-01,5.175,96.13499999999999,23.93,29.21,19.72,5.39,88.54,0.3,19.9
ACEH,2023-06-01,5.175,96.13499999999999,23.12,28.74,18.08,5.31,88.04,0.3,19.34
ACEH,2023-07-01,5.175,96.13499999999999,23.01,27.9,18.71,3.03,87.58,0.31,19.32
ACEH,2023-08-01,5.175,96.13499999999999,23.24,28.27,19.48,4.66,88.43,0.3,18.81
ACEH,2023-09-01,5.175,96.13499999999999,23.22,28.71,18.86,6.93,88.12,0.3,17.14
ACEH,2023-10-01,5.175,96.13499999999999,23.23,29.18,18.41,11.99,90.56,0.26,16.39
ACEH,2023-11-01,5.175,96.13499999999999,22.98,27.97,19.8,11.32,92.26,0.25,14.07
ACEH,2023-12-01,5.175,96.13499999999999,23.13,27.27,19.79,13.0,93.58,0.26,13.6
ACEH,2024-01-01,5.175,96.13499999999999,23.37,28.09,19.87,6.54,90.83,0.24,17.22
ACEH,2024-02-01,5.175,96.13499999999999,23.84,29.13,19.84,4.75,89.49,0.27,20.42
ACEH,2024-03-01,5.175,96.13499999999999,23.95,29.56,18.8,3.91,88.97,0.28,20.32
ACEH,2024-04-01,5.175,96.13499999999999,24.76,29.5,20.88,6.52,89.85,0.27,20.3
ACEH,2024-05-01,5.175,96.13499999999999,24.45,29.27,20.17,8.25,91.03,0.26,17.57
ACEH,2024-06-01,5.175,96.13499999999999,23.41,28.54,19.02,3.95,88.15,0.3,19.1
ACEH,2024-07-01,5.175,96.13499999999999,23.11,27.98,18.15,3.31,88.69,0.32,18.31
ACEH,2024-08-01,5.175,96.13499999999999,23.18,29.0,18.97,7.76,90.35,0.28,17.21
ACEH,2024-09-01,5.175,96.13499999999999,22.91,29.14,19.06,10.07,89.36,0.34,18.15
ACEH,2024-10-01,5.175,96.13499999999999,23.09,28.58,18.19,5.76,88.91,0.3,18.59
ACEH,2024-11-01,5.175,96.13499999999999,22.98,28.14,18.86,7.08,90.4,0.26,15.54
ACEH,2024-12-01,5.175,96.13499999999999,22.51,27.82,18.8,9.47,91.87,0.26,14.05
ACEH,2025-01-01,5.175,96.13499999999999,22.76,27.83,18.92,9.14,91.61,0.22,15.97
ACEH,2025-02-01,5.175,96.13499999999999,23.26,28.37,18.98,5.29,88.7,0.25,18.31
ACEH,2025-03-01,5.175,96.13499999999999,23.68,29.2,19.41,13.8,89.66,0.27,18.58
ACEH,2025-04-01,5.175,96.13499999999999,23.36,28.59,19.59,8.83,90.2,0.28,17.9
ACEH,2025-05-01,5.175,96.13499999999999,23.41,28.15,18.73,4.41,89.22,0.33,17.73
ACEH,2025-06-01,5.175,96.13499999999999,22.69,27.12,18.59,3.66,87.97,0.35,18.9
ACEH,2025-07-01,5.175,96.13499999999999,22.93,27.6,18.86,4.15,88.14,0.38,19.92
ACEH,2025-08-01,5.175,96.13499999999999,22.59,27.98,18.3,2.55,86.21,0.34,18.3
ACEH,2025-09-01,5.175,96.13499999999999,22.53,29.33,18.56,2.68,86.02,0.37,19.74
ACEH,2025-10-01,5.175,96.13499999999999,22.85,28.99,18.45,12.37,87.99,0.33,16.52
ACEH,2025-11-01,5.175,96.13499999999999,22.49,28.54,18.24,21.33,90.38,0.38,13.52
ACEH,2025-12-01,5.175,96.13499999999999,22.97,28.06,18.92,8.15,90.53,0.26,15.35
BALI,2007-01-01,-8.385,115.15,25.76,30.45,22.27,5.85,81.88,1.51,22.06
BALI,2007-02-01,-8.385,115.15,25.88,31.15,23.16,6.64,83.08,0.89,21.36
BALI,2007-03-01,-8.385,115.15,25.48,29.08,22.77,8.52,87.37,1.29,16.45
BALI,2007-04-01,-8.385,115.15,25.62,29.49,23.1,8.18,86.68,1.33,19.64
BALI,2007-05-01,-8.385,115.15,25.18,28.54,22.32,1.2,85.8,1.51,18.37
BALI,2007-06-01,-8.385,115.15,24.28,28.61,21.42,2.4,85.25,1.71,16.9
BALI,2007-07-01,-8.385,115.15,23.48,27.89,19.8,0.15,83.19,1.66,18.45
BALI,2007-08-01,-8.385,115.15,23.04,27.81,18.69,1.36,82.12,1.8,19.51
BALI,2007-09-01,-8.385,115.15,24.02,29.68,19.74,0.01,77.78,1.5,23.17
BALI,2007-10-01,-8.385,115.15,25.66,31.37,22.02,1.47,77.3,1.36,23.44
BALI,2007-11-01,-8.385,115.15,25.95,31.78,22.73,3.36,79.95,1.42,22.33
BALI,2007-12-01,-8.385,115.15,25.82,31.61,22.84,12.13,84.79,1.28,16.86
BALI,2008-01-01,-8.385,115.15,25.41,30.41,22.6,7.09,85.06,1.43,19.62
BALI,2008-02-01,-8.385,115.15,25.1,28.84,22.9,11.01,87.9,1.5,16.87
BALI,2008-03-01,-8.385,115.15,25.2,29.63,22.89,7.36,86.81,0.83,18.66
BALI,2008-04-01,-8.385,115.15,25.1,28.92,22.58,2.13,84.59,1.41,19.95
BALI,2008-05-01,-8.385,115.15,24.25,27.92,21.58,1.65,83.34,1.76,18.56
BALI,2008-06-01,-8.385,115.15,23.7,27.46,20.97,0.86,84.67,1.65,18.14
BALI,2008-07-01,-8.385,115.15,22.91,27.55,19.48,0.28,81.8,1.86,18.6
BALI,2008-08-01,-8.385,115.15,23.67,29.05,20.24,0.27,81.7,1.85,19.26
BALI,2008-09-01,-8.385,115.15,24.62,29.63,21.28,1.23,79.27,1.58,22.67
BALI,2008-10-01,-8.385,115.15,26.01,31.63,22.12,3.07,80.61,1.37,22.67
BALI,2008-11-01,-8.385,115.15,25.89,30.26,22.7,4.16,84.57,1.25,19.56
BALI,2008-12-01,-8.385,115.15,25.41,30.61,22.58,8.71,84.15,1.31,18.16
BALI,2009-01-01,-8.385,115.15,25.26,28.99,22.79,13.43,87.89,1.53,17.69
BALI,2009-02-01,-8.385,115.15,25.07,29.2,22.7,11.21,88.05,1.45,18.04
BALI,2009-03-01,-8.385,115.15,25.51,29.41,21.94,4.23,84.04,1.02,21.38
BALI,2009-04-01,-8.385,115.15,25.79,29.62,23.28,3.71,85.18,1.29,20.97
BALI,2009-05-01,-8.385,115.15,25.29,28.76,22.99,2.99,85.97,1.45,17.37
BALI,2009-06-01,-8.385,115.15,24.51,28.69,21.05,0.54,83.37,1.55,18.92
BALI,2009-07-01,-8.385,115.15,23.58,27.71,20.19,0.94,82.38,1.71,18.7
BALI,2009-08-01,-8.385,115.15,23.61,27.99,19.9,0.26,82.07,1.67,20.83
BALI,2009-09-01,-8.385,115.15,24.42,29.56,21.49,1.44,81.49,1.63,20.91
BALI,2009-10-01,-8.385,115.15,25.5,31.44,21.65,1.11,78.53,1.46,23.02
BALI,2009-11-01,-8.385,115.15,26.75,32.28,23.26,1.99,77.04,1.27,23.45
BALI,2009-12-01,-8.385,115.15,26.34,32.8,23.44,7.84,80.56,1.18,21.87
BALI,2010-01-01,-8.385,115.15,25.7,30.69,23.06,9.4,84.91,1.21,19.01
BALI,2010-02-01,-8.385,115.15,26.37,30.67,23.67,6.64,83.06,0.77,20.74
BALI,2010-03-01,-8.385,115.15,26.59,30.52,23.76,3.9,82.13,0.99,21.26
BALI,2010-04-01,-8.385,115.15,26.26,30.31,23.73,8.33,84.71,0.81,17.67
BALI,2010-05-01,-8.385,115.15,25.91,30.21,24.09,5.81,88.96,1.3,15.29
BALI,2010-06-01,-8.385,115.15,25.01,28.57,22.42,4.35,87.41,1.7,16.81
BALI,2010-07-01,-8.385,115.15,24.6,29.13,21.41,4.5,86.95,1.61,17.06
